False,2,2710,Directing,James Cameron,James Cameron,4.773,/9NAZnTjBQ9WcXAQEzZpKy4vdQto.jpg,52fe48009251416c750ac9c3,Directing,Director
False,2,19271,Directing,Anthony Russo,Anthony Russo,3.402,/fIa5wXK7MHAquhefTr3TcnZiYy8.jpg,5e862c92326ec1001719deec,Directing,Director
False,2,19272,Directing,Joe Russo,Joe Russo,4.357,/679Os4tbY1YsU01KdLhM1NPXNWu.jpg,5e862ca1a5743d00180f9366,Directing,Director
False,2,2710,Directing,James Cameron,James Cameron,4.773,/9NAZnTjBQ9WcXAQEzZpKy4vdQto.jpg,52fe425ac3a36847f801795b,Directing,Director
False,2,15344,Directing,J.J. Abrams,J.J. Abrams,3.505,/uiEVOx3QclxnN76t8PU6v5IcUUP.jpg,52fe4a959251416c750e7123,Directing,Director
False,2,19271,Directing,Anthony Russo,Anthony Russo,3.402,/fIa5wXK7MHAquhefTr3TcnZiYy8.jpg,5e862ce3a5743d00130f92e8,Directing,Director
False,2,19272,Directing,Joe Russo,Joe Russo,4.357,/679Os4tbY1YsU01KdLhM1NPXNWu.jpg,5e862cfafea6e30011fb6462,Directing,Director
False,2,930707,Directing,Colin Trevorrow,Colin Trevorrow,2.986,/i0HBClPMPKn3aq8QeQqyThS67EK.jpg,52fe4bf7c3a368484e1a0695,Directing,Director
False,2,15277,Acting,Jon Favreau,Jon Favreau,9.018,/8MtRRnEHaBSw8Ztdl8saXiw1egP.jpg,5e84f4cada10f00014ed1f6a,Directing,Director
False,2,12891,Writing,Joss Whedon,Joss Whedon,4.502,/mVvpZnKYKSCtkOQixQnOonV5kv3.jpg,52fe4495c3a368484e02b1a1,Directing,Director
False,2,2127,Directing,James Wan,James Wan,4.688,/5Jtcdbv80koVk0cSZJ0bhqREfaT.jpg,52fe4cc8c3a36847f823e699,Directing,Director
False,2,15774,Directing,Chris Buck,Chris Buck,0.786,/ponaYm3Xr1Pki8JVDSIzfA4NkNw.jpg,5e925387875d1a001942bffb,Directing,Director
False,1,1120694,Writing,Jennifer Lee,Jennifer Lee,4.03,/pjZY7hdneR7FLrAT0mXNR6RrPfy.jpg,5e92536e7a97ab00170bde51,Directing,Director
False,2,12891,Writing,Joss Whedon,Joss Whedon,4.502,/mVvpZnKYKSCtkOQixQnOonV5kv3.jpg,52fe4a449251416c750e3439,Directing,Director
False,2,1056121,Directing,Ryan Coogler,Ryan Coogler,2.834,/oc2jLwyc1rJjrqEK61YPewVwn4n.jpg,5e6616f755c9260013626d17,Directing,Director
False,2,11343,Directing,David Yates,David Yates,4.386,/hAHOxR0NK4cZDumqNIpDoEdGVAh.jpg,52fe44e29251416c7504457d,Directing,Director
False,2,67367,Directing,Rian Johnson,Rian Johnson,2.279,/uPWwvdppeZVKPbYcjXKU8zyuAVh.jpg,5e89f402cf1afd00116d25a4,Directing,Director
False,2,51894,Directing,J. A. Bayona,J. A. Bayona,1.628,/cnbbnS7K8Uu6yohAfSRHv5Kxc7r.jpg,576def4dc3a3682d6a000089,Directing,Director
False,2,15774,Directing,Chris Buck,Chris Buck,0.786,/ponaYm3Xr1Pki8JVDSIzfA4NkNw.jpg,52fe4ab7c3a36847f81dddb9,Directing,Director
False,1,1120694,Writing,Jennifer Lee,Jennifer Lee,4.03,/pjZY7hdneR7FLrAT0mXNR6RrPfy.jpg,52fe4ab7c3a36847f81dddfb,Directing,Director
False,2,15557,Directing,Bill Condon,Bill Condon,2.794,/zgqg8ZS1JN2WJq141dbgTwtPbyx.jpg,551879bec3a3681f840004eb,Directing,Director
False,2,7087,Directing,Brad Bird,Brad Bird,1.948,/ZX1hAfWK1zslpB6ifwgDP2uBqn.jpg,5912579cc3a368646b04f184,Directing,Director
False,2,37932,Directing,F. Gary Gray,F. Gary Gray,2.856,/gAM7rzBe0i9LMG7rX24y3ekPW5x.jpg,56b41f91c3a36806f100355a,Directing,Director
False,2,1108,Writing,Shane Black,Shane Black,2.961,/fafBg8LjtQqsXyFg8ZgW7DHQXKt.jpg,52fe479fc3a368484e0d1577,Directing,Director
